ASX listed companies as at Mon Feb 08 15:04:57 EST 2010

Company name,ASX code,GICS industry group
"METALS X LIMITED",MLX,"Materials"
"METCASH LIMITED",MTS,"Food & Staples Retailing"
"METEORIC RESOURCES NL",MEI,"Materials"
"METGASCO LIMITED",MEL,"Energy"
"METMINCO LIMITED",MNC,"Materials"
"METROCOAL LIMITED",MTE,"Energy"
"METROLAND AUSTRALIA LIMITED",MTD,"Real Estate"
"MGM WIRELESS LIMITED",MWR,"Software & Services"
"MIDAS RESOURCES LIMITED",MDS,"Materials"
"MIDWINTER RESOURCES NL",MWN,"Materials"
"MIKOH CORPORATION LIMITED",MIK,"Technology Hardware & Equipment"
"MIL RESOURCES LIMITED",MGK,"Materials"
"MILLENNIUM MINERALS LIMITED",MOY,"Materials"
"MILLEPEDE INTERNATIONAL LIMITED",MPD,"Materials"
"MILTON CORPORATION LIMITED",MLT,"Diversified Financials"
"MINARA RESOURCES LIMITED",MRE,"Materials"
"MINCOR RESOURCES NL",MCR,"Materials"
"MINDAX LIMITED",MDX,"Materials"
"MINEMAKERS LIMITED",MAK,"Materials"
"MINERAL COMMODITIES LTD",MRC,"Materials"
"MINERAL DEPOSITS LIMITED",MDL,"Materials"
"MINERAL RESOURCES LIMITED",MIN,"Commercial & Professional Services"
"MINERALS CORPORATION LIMITED",MSC,"Materials"
"MINING PROJECTS GROUP LIMITED",MPJ,"Materials"
"MINOTAUR EXPLORATION LTD",MEP,"Materials"
"MINT WIRELESS LIMITED",MNW,"Telecommunication Services"
"MINTAILS LIMITED",MLI,"Materials"
"MIRABELA NICKEL LIMITED",MBN,"Materials"
"MIRRABOOKA INVESTMENTS LIMITED",MIR,"Diversified Financials"
"MIRVAC GROUP",MGR,"Real Estate"
"MIRVAC INDUSTRIAL TRUST",MIX,"Real Estate"
"MISSION NEWENERGY LIMITED",MBT,"Energy"
"MITCHELL COMMUNICATION GROUP LIMITED",MCU,"Media"
"MITHRIL RESOURCES LIMITED",MTH,"Materials"
"MMC CONTRARIAN LIMITED",MMA,"Diversified Financials"
"MNET GROUP LIMITED.",MNZ,"Telecommunication Services"
"MOBILARM LIMITED",MBO,"Classification Pending"
"MOBILEACTIVE LIMITED",MBA,"Software & Services"
"MOBIUS NCM-03 TRUST",MBS,"GICS Sector Code Not Applicable"
"MOBIUS NCM-04 TRUST",MBB,"GICS Sector Code Not Applicable"
"MOBY OIL & GAS LTD",MOG,"Energy"
"MODENA RESOURCES LIMITED",MDA,"Energy"
"MOKO.MOBI LIMITED",MKB,"Telecommunication Services"
"MOLOPO ENERGY LIMITED",MPO,"Energy"
"MOLY MINES LIMITED",MOL,"Materials"
"MONADELPHOUS GROUP LIMITED",MND,"Capital Goods"
"MONARCH GOLD MINING COMPANY LIMITED",MON,"Materials"
"MONARO MINING NL",MRO,"Materials"
"MONAX MINING LIMITED",MOX,"Materials"
"MONEY3 CORPORATION LIMITED",MNY,"Diversified Financials"
"MONITOR ENERGY LIMITED",MHL,"Energy"
"MONTEC INTERNATIONAL LIMITED",MTI,"Food Beverage & Tobacco"
"MONTERAY GROUP LIMITED",MRY,"Software & Services"
"MONTEZUMA MINING COMPANY LTD",MZM,"Materials"
"MONTO MINERALS LTD",MOO,"Materials"
"MOOTER MEDIA LIMITED",MMZ,"Software & Services"
"MORNING STAR GOLD N.L.",MCO,"Materials"
"MORNING STAR HOLDINGS (AUSTRALIA) LIMITED",MSH,"Materials"
"MORTGAGE CHOICE LIMITED",MOC,"Banks"
"MOSAIC OIL NL",MOS,"Energy"
"MOUNT BURGESS MINING NL",MTB,"Materials"
"MOUNT GIBSON IRON LIMITED",MGX,"Materials"
"MOUNT MAGNET SOUTH NL",MUM,"Materials"
"MRI HOLDINGS LIMITED.",MRI,"Diversified Financials"
"MT ISA METALS LIMITED",MET,"Materials"
"MULTI CHANNEL SOLUTIONS LIMITED",MUT,"Diversified Financials"
"MULTIPLEX ACUMEN PROPERTY FUND",MPF,"Real Estate"
"MULTIPLEX EUROPEAN PROPERTY FUND",MUE,"Real Estate"
"MULTIPLEX PRIME PROPERTY FUND",MAF,"Real Estate"
"MULTIPLEX SITES TRUST",MXU,"Real Estate"
"MULTISTACK INTERNATIONAL LIMITED",MSI,"Capital Goods"
"MUNDO MINERALS LIMITED",MUN,"Materials"
"MURCHISON HOLDINGS LIMITED",MCH,"Diversified Financials"
"MURCHISON METALS LTD",MMX,"Materials"
"MUTINY GOLD LIMITED",MYG,"Materials"
"MY NET FONE LIMITED",MNF,"Telecommunication Services"
"MYER GROUP FINANCE LIMITED",MYF,"GICS Sector Code Not Applicable"
"MYER HOLDINGS LIMITED",MYR,"Retailing"
"MYSTATE LIMITED",MYS,"Banks"
"NAGAMBIE MINING LIMITED",NAG,"Materials"
"NAMIBIAN COPPER NL",NCO,"Materials"
"NAMOI COTTON CO-OPERATIVE LIMITED",NAM,"Food Beverage & Tobacco"
"NANOSONICS LIMITED",NAN,"Health Care Equipment & Services"
"NARHEX LIFE SCIENCES LIMITED",NLS,"Pharmaceuticals, Biotechnology & Life Sciences"
"NATASA MINING LTD",NSN,"Materials"
"NATIONAL AUSTRALIA BANK LIMITED",NAB,"Banks"
"NATIONAL CAN INDUSTRIES LIMITED",NCI,"Materials"
"NATIONAL HIRE GROUP LIMITED",NHR,"Capital Goods"
"NATIONAL LEISURE & GAMING LIMITED",NLG,"Consumer Services"
"NATIONAL RMBS TRUST 2006-1",NAA,"GICS Sector Code Not Applicable"
"NATURAL FUEL LIMITED",NFL,"Energy"
"NAVIGATOR RESOURCES LIMITED",NAV,"Materials"
"NAVITAS LIMITED",NVT,"Consumer Services"
"NEDERLANDSE WATERSCHAPSBANK N.V.",NWB,"GICS Sector Code Not Applicable"
"NEON ENERGY LIMITED",NEN,"Energy"
"NEPTUNE MARINE SERVICES LIMITED",NMS,"Energy"
"NETCOMM LIMITED.",NTC,"Technology Hardware & Equipment"
"NEUREN PHARMACEUTICALS LIMITED",NEU,"Pharmaceuticals, Biotechnology & Life Sciences"
"NEURODISCOVERY LIMITED",NDL,"Pharmaceuticals, Biotechnology & Life Sciences"
"NEW AGE EXPLORATION LIMITED",NAE,"Energy"
"NEW GUINEA ENERGY LTD",NGE,"Energy"
"NEW HOPE CORPORATION LIMITED",NHC,"Energy"
"NEW STANDARD ENERGY LIMITED",NSE,"Energy"
"NEW ZEALAND OIL & GAS LIMITED",NZO,"Energy"
"NEWCREST MINING LIMITED",NCM,"Materials"
"NEWERA URANIUM LIMITED",NRU,"Energy"
"NEWHAVEN HOTELS LIMITED",NHH,"Consumer Services"
"NEWLAND RESOURCES LIMITED",NRL,"Materials"
"NEWMONT MINING CORPORATION.",NEM,"Materials"
"NEWPORT MINING LIMITED",NMN,"Materials"
"NEWS CORPORATION",NWS,"Media"
"NEWSAT LIMITED",NWT,"Telecommunication Services"
"NEX METALS EXPLORATION LIMITED",NME,"Materials"
"NEXBIS LIMITED",NBS,"Telecommunication Services"
"NEXUS BONDS LIMITED",NXB,"GICS Sector Code Not Applicable"
"NEXUS ENERGY LIMITED",NXS,"Energy"
"NGM RESOURCES LIMITED",NGM,"Materials"
"NIB HOLDINGS LIMITED",NHF,"Insurance"
"NICK SCALI LIMITED",NCK,"Retailing"
"NICKELORE LIMITED",NIO,"Materials"
"NIDO PETROLEUM LIMITED",NDO,"Energy"
"NIMRODEL RESOURCES LIMITED",NMR,"Materials"
"NIPLATS AUSTRALIA LIMITED",NIP,"Materials"
"NKWE PLATINUM LIMITED",NKP,"Materials"
"NOBLE MINERAL RESOURCES LIMITED",NMG,"Materials"
"NOMAD BUILDING SOLUTIONS LIMITED",NOD,"Capital Goods"
"NONI B LIMITED",NBL,"Retailing"
"NORDIC INVESTMENT BANK",NIB,"GICS Sector Code Not Applicable"
"NORFOLK GROUP LIMITED",NFK,"Commercial & Professional Services"
"NORSEMAN GOLD PLC",NGX,"Materials"
"NORTH AUSTRALIAN DIAMONDS LTD",NAD,"Materials"
"NORTH QUEENSLAND METALS LIMITED",NQM,"Materials"
"NORTHERN CREST INVESTMENTS LIMITED",NOC,"Diversified Financials"
"NORTHERN ENERGY CORPORATION LIMITED",NEC,"Energy"
"NORTHERN IRON LIMITED",NFE,"Materials"
"NORTHERN MINING LIMITED",NMI,"Materials"
"NORTHERN STAR RESOURCES LTD",NST,"Materials"
"NORTHERN URANIUM LIMITED",NTU,"Energy"
"NORTHWEST RESOURCES LIMITED",NWR,"Materials"
"NORTON GOLD FIELDS LIMITED",NGF,"Materials"
"NORWEST ENERGY NL",NWE,"Energy"
"NORWOOD ABBEY LIMITED",NAL,"Health Care Equipment & Services"
"NOVOGEN LIMITED",NRT,"Pharmaceuticals, Biotechnology & Life Sciences"
"NRW HOLDINGS LIMITED",NWH,"Capital Goods"
"NRW.BANK",NRW,"GICS Sector Code Not Applicable"
"NSL CONSOLIDATED LIMITED",NSL,"Materials"
"NSX LIMITED",NSX,"Diversified Financials"
"NT RESOURCES LIMITED",NTR,"Materials"
"NUCOAL RESOURCES NL",NCR,"Commercial & Professional Services"
"NUENERGY CAPITAL LIMITED",NGY,"Materials"
"NUFARM FINANCE (NZ) LIMITED",NFN,"GICS Sector Code Not Applicable"
"NUFARM LIMITED",NUF,"Materials"
"NULLARBOR HOLDINGS LIMITED",NLB,"Materials"
"NUPLEX INDUSTRIES LIMITED.",NPX,"Materials"
"NUPOWER RESOURCES LIMITED",NUP,"Energy"
"NUSEP LTD",NSP,"Pharmaceuticals, Biotechnology & Life Sciences"
"NYLEX LIMITED",NLX,"Capital Goods"
"NYOTA MINERALS LIMITED",NYO,"Materials"
"OAKAJEE CORPORATION LIMITED",OKJ,"Materials"
"OAKS HOTELS & RESORTS LIMITED",OAK,"Real Estate"
"OAKTON LIMITED",OKN,"Software & Services"
"OBJ LIMITED",OBJ,"Pharmaceuticals, Biotechnology & Life Sciences"
"OBJECTIVE CORPORATION LIMITED",OCL,"Software & Services"
"OCCUPATIONAL & MEDICAL INNOVATIONS LIMITED",OMI,"Health Care Equipment & Services"
"OCEAN CAPITAL LIMITED",OCE,"Consumer Services"
"OCEANAGOLD CORPORATION",OGC,"Materials"
"OCEANIA CAPITAL PARTNERS LIMITED",OCP,"Diversified Financials"
"OCTANEX N.L.",OXX,"Energy"
"ODIN ENERGY LIMITED",ODN,"Energy"
"ODYSSEY ENERGY LIMITED",ODY,"Energy"
"ODYSSEY GAMING LIMITED",ODG,"Consumer Services"
"OIL BASINS LIMITED",OBL,"Energy"
"OIL SEARCH LIMITED",OSH,"Energy"
"OILEX LTD",OEX,"Energy"
"OKLO URANIUM LIMITED",OKU,"Energy"
"OLDFIELDS HOLDINGS LIMITED",OLH,"Capital Goods"
"OLEA AUSTRALIS LIMITED",OLE,"Food Beverage & Tobacco"
"OLYMPUS PACIFIC MINERALS INC",OYM,"Materials"
"OM HOLDINGS LIMITED",OMH,"Materials"
"OMNITECH HOLDINGS LIMITED",OHL,"Technology Hardware & Equipment"
"ON Q GROUP LIMITED",ONQ,"Software & Services"
"ONCARD INTERNATIONAL LIMITED",ONC,"Diversified Financials"
"ONESTEEL LIMITED",OST,"Materials"
"OOHMEDIA GROUP LIMITED",OOH,"Media"
"OPTISCAN IMAGING LIMITED",OIL,"Health Care Equipment & Services"
"ORBITAL CORPORATION LIMITED",OEC,"Automobile & Components"
"ORCHID CAPITAL LIMITED",ORC,"Diversified Financials"
"ORD RIVER RESOURCES LIMITED",ORD,"Materials"
"ORH LIMITED",ORH,"Materials"
"ORICA LIMITED",ORI,"Materials"
"ORIENTAL TECHNOLOGIES INVESTMENT LIMITED",OTI,"Capital Goods"
"ORIGIN ENERGY LIMITED",ORG,"Energy"
"ORION EQUITIES LIMITED",OEQ,"Diversified Financials"
"ORION GOLD NL",ORN,"Materials"
"ORION METALS LIMITED",ORM,"Materials"
"ORION PETROLEUM LIMITED",OIP,"Energy"
"OROCOBRE LIMITED",ORE,"Materials"
"OROTONGROUP LIMITED",ORL,"Retailing"
"OROYA MINING LIMITED",ORO,"Materials"
"ORT LIMITED",ORT,"Commercial & Professional Services"
"OTTO ENERGY LIMITED",OEL,"Energy"
"OUTBACK METALS LIMITED",OUM,"Materials"
"OVER FIFTY GROUP LIMITED",OFG,"Diversified Financials"
"OVERLAND RESOURCES LIMITED",OVR,"Materials"
"OVERSEAS & GENERAL LIMITED",OGL,"Materials"
"OXRN OPTIONS",OX9,"GICS Sector Code Not Applicable"
"OZ BREWING LIMITED",OZB,"Food Beverage & Tobacco"
"OZ MINERALS LIMITED",OZL,"Materials"
"OZGROWTH LIMITED",OZG,"Diversified Financials"
"OZL OPTIONS",OZ9,"Classification Pending"
"OZTRADE PUBLISHING GROUP LIMITED",OZT,"Classification Pending"
"PACIFIC BRANDS LIMITED",PBG,"Retailing"
"PACIFIC ENERGY LIMITED",PEA,"Utilities"
"PACIFIC ENVIROMIN LIMITED",PEV,"Materials"
"PACIFIC ENVIRONMENT LIMITED",PEH,"Commercial & Professional Services"
"PACIFIC MINING LIMITED",PFM,"Materials"
"PACIFIC NIUGINI LIMITED",PNR,"Materials"
"PACIFIC ORE LIMITED",PSF,"Materials"
"PACIFIC STAR NETWORK LIMITED",PNW,"Media"
"PACMAG METALS LIMITED",PMH,"Materials"
"PACRIM ENERGY LIMITED",PRE,"Energy"
"PADBURY MINING LIMITED",PDY,"Materials"
"PALACE RESOURCES LIMITED",PXR,"Energy"
"PALADIN ENERGY LTD",PDN,"Energy"
"PALAMEDIA LIMITED",PMX,"Media"
"PALLANE MEDICAL LIMITED",PNM,"Pharmaceuticals, Biotechnology & Life Sciences"
"PAN ASIA CORPORATION LIMITED",PZC,"Food & Staples Retailing"
"PAN PACIFIC PETROLEUM NL",PPP,"Energy"
"PANAUST LIMITED",PNA,"Materials"
"PANAX GEOTHERMAL LIMITED",PAX,"Energy"
"PANCONTINENTAL OIL & GAS NL",PCL,"Energy"
"PANORAMA SYNERGY LTD",PSY,"Software & Services"
"PANORAMIC RESOURCES LIMITED",PAN,"Materials"
"PAPERLINX LIMITED",PPX,"Materials"
"PAPERLINX SPS TRUST",PXU,"GICS Sector Code Not Applicable"
"PAPYRUS AUSTRALIA LIMITED",PPY,"Materials"
"PARADIGM METALS LIMITED",PDM,"Materials"
"PARAGON CARE LIMITED",PGC,"Materials"
"PARAMOUNT MINING CORPORATION LTD",PCP,"Materials"
"PATRYS LIMITED",PAB,"Pharmaceuticals, Biotechnology & Life Sciences"
"PATTIES FOODS LTD",PFL,"Food Beverage & Tobacco"
"PAYCE CONSOLIDATED LIMITED",PAY,"Real Estate"
"PBLDA OPTION BASKET",PB9,"Classification Pending"
"PEAK RESOURCES LIMITED",PEK,"Materials"
"PEARL HEALTHCARE LIMITED",PHL,"Health Care Equipment & Services"
"PEEL EXPLORATION LIMITED",PEX,"Materials"
"PEET LIMITED",PPC,"Real Estate"
"PEGASUS METALS LIMITED",PUN,"Materials"
"PELICAN RESOURCES LIMITED",PEL,"Materials"
"PELORUS PROPERTY GROUP LIMITED.",PPI,"Real Estate"
"PENINSULA MINERALS LIMITED",PEN,"Materials"
"PENRICE SODA HOLDINGS LIMITED",PSH,"Materials"
"PENTAGON CAPITAL LIMITED",LSB,"GICS Sector Code Not Applicable"
"PEPINNINI MINERALS LIMITED",PNN,"Materials"
"PEPPER RESIDENTIAL SECURITIES TRUST NO.6",PRJ,"GICS Sector Code Not Applicable"
"PERILYA LIMITED",PEM,"Materials"
"PERPETUAL LIMITED",PPT,"Diversified Financials"
"PERSEUS MINING LIMITED",PRU,"Materials"
"PETERS MACGREGOR INVESTMENTS LIMITED",PET,"Diversified Financials"
"PETRATHERM LTD",PTR,"Utilities"
"PETSEC ENERGY LIMITED",PSA,"Energy"
"PHARMANET GROUP LIMITED",PNO,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHARMAUST LIMITED",PAA,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHARMAXIS LTD",PXS,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHILEO AUSTRALIA LIMITED",PHI,"Real Estate"
"PHOENIX COPPER LIMITED",PNX,"Materials"
"PHOSLOCK WATER SOLUTIONS LIMITED",PHK,"Commercial & Professional Services"
"PHOSPHAGENICS LIMITED",POH,"Pharmaceuticals, Biotechnology & Life Sciences"
"PHOSPHATE AUSTRALIA LIMITED",POZ,"Materials"
"PHOTO-ME AUSTRALIA LIMITED",PTO,"Consumer Durables & Apparel"
"PHOTON GROUP LIMITED",PGA,"Media"
"PHYLOGICA LIMITED",PYC,"Pharmaceuticals, Biotechnology & Life Sciences"
"PIENETWORKS LIMITED",PIE,"Technology Hardware & Equipment"
"PIKE RIVER COAL LIMITED",PRC,"Materials"
"PILBARA MINERALS LIMITED",PLS,"Materials"
"PIONEER RESOURCES LIMITED",PIO,"Materials"
"PIPE NETWORKS LIMITED",PWK,"Telecommunication Services"
"PLAN B GROUP HOLDINGS LIMITED",PLB,"Diversified Financials"
"PLANET GAS LIMITED",PGS,"Energy"
"PLANET METALS LIMITED",PMQ,"Materials"
"PLANET PLATINUM LIMITED",PPN,"Consumer Services"
"PLATINA RESOURCES LIMITED",PGM,"Materials"
"PLATINUM ASSET MANAGEMENT LIMITED",PTM,"Diversified Financials"
"PLATINUM AUSTRALIA LIMITED",PLA,"Materials"
"PLATINUM CAPITAL LIMITED",PMC,"Diversified Financials"
"PLATSEARCH NL",PTS,"Materials"
"PLENTEX LIMITED",PRM,"Materials"
"PLUTON RESOURCES LIMITED",PLV,"Materials"
"PMP LIMITED",PMP,"Commercial & Professional Services"
"PO VALLEY ENERGY LIMITED",PVE,"Energy"
"POLARIS METALS NL",POL,"Materials"
"POLARTECHNICS LIMITED",PLT,"Health Care Equipment & Services"
"PORT BOUVARD LIMITED",PBD,"Real Estate"
"PORTLAND ORTHOPAEDICS LIMITED",PLD,"Health Care Equipment & Services"
"POSEIDON NICKEL LIMITED",POS,"Materials"
"POWER RESOURCES LIMITED",PWW,"Energy"
"POWERLAN LIMITED",PWR,"Software & Services"
"PPK GROUP LIMITED",PPK,"Real Estate"
"PRAEMIUM LIMITED",PPS,"Software & Services"
"PRAIRIE DOWNS METALS LIMITED",PDZ,"Materials"
"PRANA BIOTECHNOLOGY LIMITED",PBT,"Pharmaceuticals, Biotechnology & Life Sciences"
"PREFERRED CAPITAL LIMITED",PCA,"Diversified Financials"
"PREMIER INVESTMENTS LIMITED",PMV,"Retailing"
"PREMIUM INVESTORS LIMITED",PRV,"Diversified Financials"
"PRIMA BIOMED LTD",PRR,"Pharmaceuticals, Biotechnology & Life Sciences"
"PRIMARY HEALTH CARE LIMITED",PRY,"Health Care Equipment & Services"
"PRIME CREDIT PROPERTY TRUST",PRP,"Real Estate"
"PRIME FINANCIAL GROUP LIMITED",PFG,"Diversified Financials"
"PRIME INFRASTRUCTURE GROUP.",PIH,"Utilities"
"PRIME MEDIA GROUP LIMITED",PRT,"Media"
"PRIME MINERALS LIMITED",PIM,"Materials"
"PRIME RETIREMENT AND AGED CARE PROPERTY TRUST",PTN,"Real Estate"
"PRIMEAG AUSTRALIA LIMITED",PAG,"Food Beverage & Tobacco"
"PRINCE HILL WINES LIMITED",PHW,"Food Beverage & Tobacco"
"PRO MEDICUS LIMITED",PME,"Health Care Equipment & Services"
"PRO-PAC PACKAGING LIMITED",PPG,"Materials"
"PROBIOMICS LIMITED",PCC,"Pharmaceuticals, Biotechnology & Life Sciences"
"PROBIOTEC LIMITED",PBP,"Pharmaceuticals, Biotechnology & Life Sciences"
"PROGEN PHARMACEUTICALS LIMITED",PGL,"Pharmaceuticals, Biotechnology & Life Sciences"
"PROGRAMMED MAINTENANCE SERVICES LIMITED",PRG,"Commercial & Professional Services"
"PROGRESS 2005-1 TRUST",POG,"GICS Sector Code Not Applicable"
"PROGRESS 2005-2 TRUST",POI,"GICS Sector Code Not Applicable"
"PROGRESS 2006-1 TRUST",POJ,"GICS Sector Code Not Applicable"
"PROMESA LIMITED",PRA,"Energy"
"PROPHECY INTERNATIONAL HOLDINGS LIMITED",PRO,"Software & Services"
"PROSPERITY RESOURCES LIMITED",PSP,"Materials"
"PROTO RESOURCES & INVESTMENTS LTD",PRW,"Materials"
"PROVET HOLDINGS LIMITED",PVT,"Classification Pending"
"PROVINCE OF ONTARIO",PON,"GICS Sector Code Not Applicable"
"PRYME OIL & GAS LIMITED",PYM,"Energy"
"PSIVIDA CORP.",PVA,"Pharmaceuticals, Biotechnology & Life Sciences"
"PTB GROUP LIMITED",PTB,"Capital Goods"
"PUBLIC HOLDINGS (AUSTRALIA) LIMITED",PHA,"Diversified Financials"
"PULSE HEALTH LIMITED",PHG,"Health Care Equipment & Services"
"PUMA MASTERFUND H-1",PUH,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND P-11",PUP,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND P-12",PUC,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND P-13",PUI,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND S-2",PUM,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND S-3",PUF,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND S-4",PUA,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND S-5",PUE,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND S-6",PUD,"GICS Sector Code Not Applicable"
"PUMA MASTERFUND S-7",PUS,"GICS Sector Code Not Applicable"
"Q COPPER AUSTRALIA LIMITED",QCU,"Classification Pending"
"Q LIMITED",QXQ,"Media"
"Q10 TRUST",QTT,"GICS Sector Code Not Applicable"
"QANTAS AIRWAYS LIMITED",QAN,"Transportation"
"QBE INSURANCE GROUP LIMITED",QBE,"Insurance"
"QED OCCTECH LIMITED",QED,"Commercial & Professional Services"
"QMASTOR LIMITED",QML,"Software & Services"
"QRSCIENCES HOLDINGS LIMITED",QRS,"Technology Hardware & Equipment"
"QRXPHARMA LTD",QRX,"Pharmaceuticals, Biotechnology & Life Sciences"
"QUANTUM ENERGY LIMITED.",QTM,"Consumer Durables & Apparel"
"QUANTUM RESOURCES LIMITED",QUR,"Materials"
"QUAY MAGNESIUM LIMITED",QMG,"Materials"
"QUEBEC",QBC,"GICS Sector Code Not Applicable"
"QUEENSLAND ELECTRICITY COMMISSION",XQA,"GICS Sector Code Not Applicable"
"QUEENSLAND INDUSTRY DEVELOPMENT CORPORATION",QID,"GICS Sector Code Not Applicable"
"QUEENSLAND MINING CORPORATION LIMITED",QMN,"Materials"
"QUEENSLAND TREASURY CORPORATION",XQL,"GICS Sector Code Not Applicable"
"QUEENSLAND TRUSTEES AND INVESTMENT LIMITED",QTI,"Consumer Services"
"QUEST INVESTMENTS LIMITED",QST,"Diversified Financials"
"QUEST MINERALS LIMITED",QNL,"Materials"
"QUEST PETROLEUM NL",QPN,"Energy"
"QUESTE COMMUNICATIONS LIMITED",QUE,"Telecommunication Services"
"QUESTUS LIMITED",QSS,"Diversified Financials"
"QUICKFLIX LIMITED",QFX,"Retailing"
"QUICKSTEP HOLDINGS LIMITED",QHL,"Capital Goods"
"QUOIN (INT) LIMITED.",QIL,"Software & Services"
"RABINOV PROPERTY TRUST",RBV,"Real Estate"
"RAFFLES CAPITAL LIMITED",RAF,"Real Estate"
"RAISAMA LIMITED",RAI,"Energy"
"RAM RESOURCES LIMITED",RMR,"Materials"
"RAMELIUS RESOURCES LIMITED",RMS,"Materials"
"RAMS MORTGAGE SECURITIES TRUST SERIES 2006-1",RMM,"GICS Sector Code Not Applicable"
"RAMS MORTGAGE SECURITIES TRUST SERIES 2007-1HE",RMB,"GICS Sector Code Not Applicable"
"RAMS MORTGAGE SECURITIES TRUST SERIES 2007-2H",RMH,"GICS Sector Code Not Applicable"
"RAMS MORTGAGE SECURITIES TRUST SERIES 2007-3",RMF,"GICS Sector Code Not Applicable"
"RAMSAY HEALTH CARE LIMITED",RHC,"Health Care Equipment & Services"
"RAND MINING NL",RND,"Materials"
"RANGE RESOURCES LIMITED",RRS,"Materials"
"RANGE RIVER GOLD LIMITED",RNG,"Materials"
"RAPTIS GROUP LIMITED",RPG,"Real Estate"
"RAWSON RESOURCES LIMITED",RAW,"Energy"
"RAZOR RISK TECHNOLOGIES LIMITED",RZR,"Software & Services"
"RCG CORPORATION LIMITED",RCG,"Retailing"
"RCL GROUP",RLG,"Real Estate"
"RCR TOMLINSON LIMITED",RCR,"Capital Goods"
"REA GROUP LTD",REA,"Media"
"REAL ESTATE CAPITAL PARTNERS USA PROPERTY TRUST",RCU,"Real Estate"
"RECKON LIMITED",RKN,"Software & Services"
"RECLAIM INDUSTRIES LIMITED",RCM,"Commercial & Professional Services"
"RECTIFIER TECHNOLOGIES LTD",RFT,"Capital Goods"
"RED 5 LIMITED",RED,"Materials"
"RED EMPEROR RESOURCES NL",RMP,"Materials"
"RED FORK ENERGY LIMITED",RFE,"Energy"
"RED HILL IRON LIMITED",RHI,"Materials"
"RED METAL LIMITED",RDM,"Materials"
"RED RIVER RESOURCES LIMITED",RVR,"Materials"
"RED SKY ENERGY LIMITED.",ROG,"Energy"
"REDBANK COPPER LIMITED",RCP,"Materials"
"REDCAPE PROPERTY GROUP",RPF,"Diversified Financials"
"REDFLEX HOLDINGS LIMITED",RDF,"Software & Services"
"REDISLAND AUSTRALIA LIMITED",RLA,"Food & Staples Retailing"
"REDSTONE RESOURCES LIMITED",RDS,"Materials"
"REECE AUSTRALIA LIMITED",REH,"Capital Goods"
"REED RESOURCES LTD",RDR,"Materials"
"REEDY LAGOON CORPORATION LIMITED",RLC,"Materials"
"REEF CASINO TRUST",RCT,"Consumer Services"
"REELTIME MEDIA LIMITED",RMA,"Media"
"REFRESH GROUP LIMITED",RGP,"Food Beverage & Tobacco"
"REGAL RESOURCES LIMITED",RER,"Materials"
"REGIONAL EXPRESS HOLDINGS LIMITED",REX,"Transportation"
"REGIS RESOURCES LIMITED",RRL,"Materials"
"RENISON CONSOLIDATED MINES NL",RSN,"Materials"
"REPUBLIC GOLD LIMITED",RAU,"Materials"
"REPUBLIC OF AUSTRIA",ROA,"GICS Sector Code Not Applicable"
"RER GROUP LIMITED",RGD,"Capital Goods"
"RESIMAC TRIOMPHE TRUST",RTT,"GICS Sector Code Not Applicable"
"RESMED INC",RMD,"Health Care Equipment & Services"
"RESOLUTE MINING LIMITED",RSG,"Materials"
"RESONANCE HEALTH LIMITED",RHT,"Health Care Equipment & Services"
"RESOURCE AND INVESTMENT NL",RNI,"Materials"
"RESOURCE BASE LIMITED",RBX,"Materials"
"RESOURCE GENERATION LIMITED",RES,"Energy"
"RESOURCE MINING CORPORATION LIMITED",RMI,"Materials"
"RESOURCE STAR LIMITED",RSL,"Materials"
"RESOURCES & ENERGY GROUP LIMITED",REZ,"Media"
"RETAIL FOOD GROUP LIMITED",RFG,"Consumer Services"
"REVERSE CORP LIMITED",REF,"Telecommunication Services"
"REWARD MINERALS LTD",RWD,"Materials"
"REX MINERALS LIMITED",RXM,"Materials"
"REY RESOURCES LIMITED",REY,"Energy"
"RHEOCHEM PLC",RHE,"Energy"
"RHG LIMITED",RHG,"Banks"
"RIALTO ENERGY LIMITED",RIA,"Energy"
"RICHFIELD INTERNATIONAL LIMITED",RIS,"Transportation"
"RICHMOND MINING LIMITED",RHM,"Materials"
"RIDLEY CORPORATION LIMITED",RIC,"Food Beverage & Tobacco"
"RIMCAPITAL LIMITED",RMC,"Diversified Financials"
"RIMFIRE PACIFIC MINING NL",RIM,"Materials"
"RIO TINTO LIMITED",RIO,"Materials"
"RIVERCITY MOTORWAY GROUP",RCY,"Transportation"
"RIVERSDALE MINING LIMITED",RIV,"Energy"
"RIVIERA RESOURCES LIMITED",RVE,"Materials"
"RIVIERA RESOURCES LIMITED.",RRQ,"Classification Pending"
"RMA ENERGY LIMITED",RMT,"Materials"
